epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
53,5337.09,1.31353,1.09083,0.0094,0.87692,0.81692,0.89465,0.5726,1.30282,0.71982,0.0162,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
54,5436.52,1.29072,1.05164,0.009,0.91566,0.79419,0.88897,0.58587,1.24855,0.74416,0.01579,0.0251442,0.00838141,0.0251442,0.00838141,0.0251442,0.00838141,0.0251442,0.00838141
55,5536.8,1.30207,1.05319,0.00929,0.8819,0.80146,0.88059,0.59091,1.23543,0.78461,0.01576,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
56,5637.79,1.28922,1.03716,0.00901,0.92813,0.78267,0.88296,0.59998,1.23843,0.74242,0.01624,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477
57,5739.65,1.29795,1.06341,0.00931,0.9321,0.77997,0.89212,0.58748,1.28281,0.7508,0.01678,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
58,5840.71,1.27806,1.02551,0.0092,0.90394,0.80794,0.89503,0.5995,1.23222,0.71601,0.01549,0.0244349,0.00814495,0.0244349,0.00814495,0.0244349,0.00814495,0.0244349,0.00814495
59,5941.94,1.29064,1.06797,0.00873,0.89861,0.81695,0.88933,0.59239,1.24765,0.71289,0.01581,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
60,6040.98,1.27431,1.05028,0.00909,0.92529,0.79756,0.88681,0.59167,1.21517,0.76514,0.01468,0.0240662,0.00802208,0.0240662,0.00802208,0.0240662,0.00802208,0.0240662,0.00802208
61,6141.07,1.27978,1.04123,0.00905,0.9126,0.79107,0.8941,0.60324,1.20608,0.72665,0.01486,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
62,6242.66,1.26539,1.01312,0.00856,0.913,0.79798,0.88616,0.60836,1.19666,0.71923,0.01517,0.0236888,0.00789628,0.0236888,0.00789628,0.0236888,0.00789628,0.0236888,0.00789628
63,6343.42,1.25417,1.00897,0.0089,0.89076,0.81338,0.88571,0.5928,1.23338,0.73567,0.01571,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
64,6443.56,1.25636,1.00254,0.00872,0.89711,0.82449,0.90027,0.61142,1.20411,0.70079,0.01479,0.023303,0.00776766,0.023303,0.00776766,0.023303,0.00776766,0.023303,0.00776766
65,6544.3,1.25147,1.00015,0.00879,0.89872,0.8067,0.8921,0.61203,1.16865,0.68859,0.01425,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
66,6645.02,1.23339,0.99524,0.00836,0.90985,0.82197,0.90176,0.61073,1.19213,0.6652,0.01487,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637
67,6745.22,1.23695,0.95835,0.00873,0.90021,0.8087,0.89087,0.61185,1.19735,0.71575,0.0149,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
68,6845.21,1.23531,0.9816,0.00853,0.90867,0.80399,0.89189,0.60694,1.20488,0.71442,0.01466,0.0225076,0.00750252,0.0225076,0.00750252,0.0225076,0.00750252,0.0225076,0.00750252
69,6945.1,1.21808,0.96064,0.00849,0.88177,0.81818,0.88218,0.60355,1.19109,0.7428,0.01534,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
70,7045.13,1.22919,0.96957,0.00847,0.8896,0.8346,0.89069,0.60501,1.18808,0.72978,0.01482,0.0220988,0.00736625,0.0220988,0.00736625,0.0220988,0.00736625,0.0220988,0.00736625
71,7145.33,1.21494,0.97212,0.0086,0.91919,0.80682,0.89486,0.6132,1.19921,0.69305,0.01521,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
72,7246.41,1.22701,0.95091,0.00835,0.92473,0.81313,0.90123,0.61059,1.20675,0.6731,0.01518,0.0216831,0.0072277,0.0216831,0.0072277,0.0216831,0.0072277,0.0216831,0.0072277
73,7346.22,1.20597,0.9342,0.00827,0.91379,0.79672,0.89084,0.62042,1.16269,0.70898,0.01417,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
74,7447.52,1.20812,0.94327,0.00815,0.91425,0.82116,0.89751,0.61909,1.14997,0.73261,0.01409,0.021261,0.007087,0.021261,0.007087,0.021261,0.007087,0.021261,0.007087
75,7548.16,1.21774,0.93782,0.00833,0.91884,0.81818,0.90125,0.62576,1.14106,0.66565,0.01402,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
76,7649.65,1.18385,0.92182,0.00815,0.92138,0.82071,0.89973,0.62487,1.17642,0.66057,0.01486,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428
77,7750.45,1.18038,0.92323,0.0081,0.91678,0.83462,0.90241,0.62785,1.14837,0.66621,0.0144,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
78,7852.08,1.1854,0.90702,0.00819,0.92022,0.82071,0.9009,0.62269,1.193,0.67549,0.01515,0.0203991,0.0067997,0.0203991,0.0067997,0.0203991,0.0067997,0.0203991,0.0067997
79,7953.11,1.18276,0.90015,0.00833,0.9333,0.81566,0.89997,0.62592,1.16738,0.68879,0.01505,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
80,8052.81,1.18743,0.89384,0.00791,0.93395,0.80682,0.89843,0.62116,1.1869,0.68435,0.01475,0.0199602,0.00665339,0.0199602,0.00665339,0.0199602,0.00665339,0.0199602,0.00665339
81,8153.69,1.15982,0.87683,0.00786,0.92631,0.80943,0.89345,0.62101,1.16914,0.69038,0.01432,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
82,8254,1.17676,0.90334,0.00811,0.91085,0.83857,0.89832,0.62064,1.18239,0.67006,0.01486,0.0195165,0.0065055,0.0195165,0.0065055,0.0195165,0.0065055,0.0195165,0.0065055
83,8353.98,1.16495,0.88842,0.00796,0.91973,0.83838,0.89817,0.62,1.16579,0.67426,0.01444,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
